Name,Brand,Price,Model,Rating,Number of Ratings,Stock,Specifications,Image
Minimalist Dial with Softest Silicone Strap Analog Wrist Watch for Men & Boys,Matrix,249,SIL-10-BLACK,3.6,29,In stock,"{'item_weight': '0 g', 'case_material': 'Brass', 'crystal_material': 'Glass', 'band_material': 'Silicone', 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/61RqDYhVrOL._SY879_.jpg
"Amazfit Falcon 49mm Smartwatch for Men, Premium Multisport GPS Smart Watch, Strength Training Watch, 150+ Sports Modes Titanium (Supersonic Black Strap)",Amazfit,49999,,4.4,207,In stock,"{'item_weight': '64 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/41nCHT+xlbL._SY300_SX300_.jpg
Grant Analog Off-White Dial Men's Watch-ME3099,Fossil,18995,ME3099,4.4,997,In stock,"{'item_weight': '76 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Glass', 'band_material': 'Leather', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/71Z5n0DTigL._SX679_.jpg
Duet Signature Cut Glass Analog Wrist Watch (Pack of 2),Matrix,349,DUET-SIGNATURE,3.8,154,In stock,"{'item_weight': None, 'case_material': 'Stainless Steel', 'crystal_material': 'Glass', 'band_material': 'Leather', 'water_resistant_depth': '1.00 Feet'}",https://m.media-amazon.com/images/I/71CPVAuEcZL._SX679_.jpg
Men's Metropolitan Luxe: Multifunction Black Dial with Two-Tone Stainless Steel Bracelet Watch-NS1733KM03,Titan,5676,NR1733KM03,4,688,In stock,"{'item_weight': '150 g', 'case_material': 'Brass', 'crystal_material': 'Mineral', 'band_material': 'Metal', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/61VinEvap5L._SX679_.jpg
Women Stainless Steel Watches Analog Rose Gold Band and Square Dial Women's Watch for Girls&Miss&Ladies Diamond Studded with Stylish Watches Waterproof,NIBOSI,2182,CA2533,4.2,1845,In stock,"{'item_weight': None, 'case_material': 'Brass', 'crystal_material': 'Glass', 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/61GwiicFWDL._SX679_.jpg
Leather Analog Men'S Watch (White Dial Brown Colored Strap),SWISSTYLE,159,SS-GR223-WHT-BRW,3.7,337,In stock,"{'item_weight': None, 'case_material': None, 'crystal_material': 'Glass', 'band_material': 'Leather', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/61QIcdh9HVL._SX679_.jpg
Analog White Dial Men's Watch NM7954YM01W/NN7954YM01W,Sonata,1199,NP7954YM01W,4.2,2497,In stock,"{'item_weight': '141 g', 'case_material': 'Stainless Steel, Alloy Steel', 'crystal_material': None, 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/81sa6HPlKeL._SY879_.jpg
Women's Precision Simplicity Analog Watch: Green Gradient Dial with Leather Strap-NS2648WL01,Titan,2328,NR2648WL01,4.2,422,In stock,"{'item_weight': '190 g', 'case_material': 'Brass', 'crystal_material': 'Mineral', 'band_material': 'Leather', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/616LuWzn7bL._SY879_.jpg
"Fastrack Limitless X|Large 1.91"" Hd Display|700 Nits Brightness|Singlesync Bt Calling|Advanced Chipset|100+ Sports Modes & Watchfaces|Auto Stress Monitor|24X7 Hrm| Ip68 Smartwatch, Black",Fastrack,1799,,3.9,6859,In stock,"{'item_weight': '41 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/61fIrW5n9EL._SX679_.jpg
Men's Top Brands Digital Mens Waterproof Electronic WristWatches Fashion PU Band Sports Watch relogio Masculino Sport Watch Men,SKMEI,576,1988,4.2,164,,"{'item_weight': None, 'case_material': 'Stainless Steel', 'crystal_material': None, 'band_material': 'TUP', 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/61QrH8FUB2L._SX679_.jpg
Watches for Men Quartz Chronograph 10ATM Waterproof Brown Leather Men's Minimalist Slim Fashion Watch Gifts for Men,Sapphero,3556,2104-8,4.3,427,In stock,"{'item_weight': '159 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Glass', 'band_material': 'Leather', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/61iPw+LlB9L._SX679_.jpg
Men's Watch New Wheels Rolling Creative Fashion Che Youhui League Fans Butterfly Double Snap Gift Wristwatch - 1990,SKMEI,1399,1990,4.1,1254,,"{'item_weight': None, 'case_material': 'ZINC ALLOY', 'crystal_material': 'Glass', 'band_material': 'Stainless Steel', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/711MeAgD3kL._SX679_.jpg
"Michael Kors Mens Stainless Steel Slim Runway Black Analog Watch Mk8919, Band Color:Black",Michael Kors,13996,,4.6,926,In stock,"{'item_weight': '150 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/714s5rApY8L._SX679_.jpg
,,3040,OPK-IN-G5567GJ-L,4.3,204,In stock,"{'item_weight': '50 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Hardlex', 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/71xrIOwTpVL._SX679_.jpg
Enticer Analog Blue Dial Men's Watch - MTP-VD01D-2BVUDF (A1363),Casio,2845,MTP-VD01D-2BVUDF (A1363),4.4,1316,In stock,"{'item_weight': '118 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Mineral', 'band_material': 'Stainless Steel', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/61SDFAY5t9L._SX679_.jpg
"Men's Square Watch, LED Backlight Large Screen Multi-Time Zone Men's Watch, Waterproof Analog Men's Digital Sports Watch-1391",SKMEI,1279,1391,3.9,86,In stock,"{'item_weight': '300 g', 'case_material': 'ZINC ALLOY', 'crystal_material': None, 'band_material': 'Leather', 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/61Bz3glhI1L._SX679_.jpg
"Iconic 2043 Analog Watch for Men with Premium PU Strap, Scratch-Resistant Stainless Steel Dial, and Water-Resistant Body – Perfect Formal Watch for Office",Carlington,949,Iconic 2043 Brown,3.9,58,In stock,"{'item_weight': '30 g', 'case_material': 'Alloy Steel', 'crystal_material': None, 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/61FDjofDPHL._SX679_.jpg
Men's Watch Analog Silicone Quartz Wrist Watch for Men Business Waterproof Sport Stainless Steel Dress Watch with,NIBOSI,2403,NI2615,4.2,48,In stock,"{'item_weight': '273 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Glass', 'band_material': 'Leather', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/71UssWiZVjL._SX679_.jpg
Analog Wrist Watch for Men Stylish Metal Strap with Water Resistant Multifuntion Mechanism Watch GZ-50039,Giordano,5375,GZ-50039,,,In stock,"{'item_weight': '250 g', 'case_material': 'Metal', 'crystal_material': 'Mineral', 'band_material': 'Stainless Steel', 'water_resistant_depth': '100 Meters'}",https://m.media-amazon.com/images/I/81-t0itsXvL._SX679_.jpg
Analog Men's Watch (Dial Colored Strap),Titan,1427,NP1864SL04,4.2,406,In stock,"{'item_weight': '150 g', 'case_material': 'Brass', 'crystal_material': 'Mineral Glass', 'band_material': 'Brass', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/51LSMGwOH5L._SX679_.jpg
Men Watch Dual-Display Electronic Watch with Luminous 50m Waterproof Watch Fashion Multifunctional Sports Watch for Men- 1816,SKMEI,1749,1816,3.9,634,In stock,"{'item_weight': '30 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Glass', 'band_material': 'Stainless Steel', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/71P8RPG2r5L._SX679_.jpg
Rose Gold Plated Mesh Chain Analog Wrist Watch for Women (Black/Blue/Rose Gold Dial) | RG162,LOUIS DEVIN,339,LD-RG162-BLU,4,674,In stock,"{'item_weight': '120 g', 'case_material': 'Brass', 'crystal_material': None, 'band_material': 'Metal', 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/71R7AfsSLuL._SX679_.jpg
"Fossil Men Leather Machine Analog Black Dial Watch-Fs4656, Band Color-Brown",Fossil,13495,,3.9,672,In stock,"{'item_weight': '170 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/71RE2ca6YzL._SY879_.jpg
"Karishma Metal Analog Champagne Dial Women's Watch -Nm2598Ym01 / Nl2598Ym01/Nm2598Ym01, Gold",Titan,1695,NM2598YM01,4.3,822,In stock,"{'item_weight': '150 g', 'case_material': 'Brass', 'crystal_material': 'Mineral', 'band_material': 'Metal', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/71hC1byRyKL._SY879_.jpg
Quartz Analog Silver Dial Stainless Steel Strap Watch for Men-NN1639SM01,Titan,1596,NN1639SM01,4.4,1127,In stock,"{'item_weight': '140 g', 'case_material': 'Brass', 'crystal_material': 'Mineral', 'band_material': 'Stainless Steel', 'water_resistant_depth': '3 Meters'}",https://m.media-amazon.com/images/I/51V0QjoUh9L._SX679_.jpg
Bandhan Quartz Analog with Date Silver Dial Stainless Steel Strap Watch for Couple-NS17752481KM01P,Titan,7195,NR17752481KM01P,4.5,126,In stock,"{'item_weight': None, 'case_material': 'Brass', 'crystal_material': 'Mineral', 'band_material': 'Metal', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/716Y5CVdbwL._SX679_.jpg
Mens Stunners Quartz Analog Black Dial Stainless Steel Strap Watch for Guys-NS3255NM02,Fastrack,1800,NR3255NM02,4.3,165,In stock,"{'item_weight': '150 g', 'case_material': 'Brass', 'crystal_material': 'Mineral Glass', 'band_material': 'Stainless Steel', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/61VMO4oqi0L._SX679_.jpg
Enticer Analog Black Dial Men's Watch - MTP-VD01G-1BVUDF (A1367),Casio,3566,MTP-VD01G-1BVUDF (A1367),4.4,1030,In stock,"{'item_weight': '118 g', 'case_material': 'Gold Plated', 'crystal_material': 'Mineral', 'band_material': 'Stainless Steel', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/61I6dAeH7nL._SX679_.jpg
"Men Leather Grant Sport Analog Blue Dial Watch-Fs5237, Band Color-Blue",Fossil,8121,FS5237,4.4,1221,In stock,"{'item_weight': '249 g', 'case_material': None, 'crystal_material': None, 'band_material': 'Leather', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/81Q7WuKlezL._SX679_.jpg
Premium Brand Square Analog Multi Dial Multi Case Multi Belt Unisex Watch Women Men,Acnos,407,HBLT-01,4.1,112,In stock,"{'item_weight': '30 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Glass', 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Millimeters'}",https://m.media-amazon.com/images/I/51m49XLcOBL._SX679_.jpg
Enticer Men Analog Turquoise Blue Dial Men MTP-1302D-2A2VCF (A2371),Casio,3995,MTP-1302D-2A2VCF,4.1,12,In stock,"{'item_weight': '105 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Mineral Glass', 'band_material': 'Stainless Steel', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/61CWsAHPU7L._SX679_.jpg
"Noise ColorFit Pulse Grand Smart Watch with 1.69""(4.29cm) HD Display, 60 Sports Modes, 150 Watch Faces, Fast Charge, Spo2, Stress, Sleep, Heart Rate Monitoring & IP68 Waterproof (Jet Black)",Noise,999,,4,120459,In stock,"{'item_weight': '45 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/61Q0R5cdxWL._SX679_.jpg
LD-L144-BLU-CH Mesh Blue Dial Silver Band Stainless Steel Chain Analog Wrist Watch for Women,LOUIS DEVIN,274,LD-L144-BLU-CH,4,7245,In stock,"{'item_weight': '180 g', 'case_material': 'Stainless Steel', 'crystal_material': None, 'band_material': 'Stainless Steel', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/81jnv+iz+ZL._SX679_.jpg
"Analog-Digital Sports Watch: Chronograph, Dual Time, Alarm, Stopwatch, Water-Resistant, Shock-Resistant, Back Light Display- The Perfect Watches for Men - CT9105",Carlington,1139,CT 9105 Black,4.2,631,In stock,"{'item_weight': '80 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Mineral', 'band_material': 'Resin', 'water_resistant_depth': '10 Meters'}",https://m.media-amazon.com/images/I/91az9N-H5kL._SX679_.jpg
"Noise Newly Launched Halo 2 Smart Watch 1st Ever Functional Rotating Dial (Axe-Cut Bezel), 1.43"" AMOLED, Stainless Steel Build, Custom Transition Effects, BT Calling, Health Suite (Jet Black)",Noise,3499,,4.2,151,In stock,"{'item_weight': '45 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/71x2lrotvsL._SX679_.jpg
"Sounce Premium Silicone Adjustable Watch Band Waterproof, Durable, Comfortable, Sporty Strap Replacement Lightweight for Xiaomi Mi Band 5/ Mi Band 6 (Not Compatible For Mi Band 1/2/3/4)-(Black & Blue)",Sounce,129,,4,5698,In stock,"{'item_weight': '70 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/61tdO4yvAOL._SX679_.jpg
Fossil Gen 6 Smartwatch Digital Black Dial Men's Watch-FTW4060,Fossil,9495,,3.6,1230,In stock,"{'item_weight': '140 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/31lb-PBx05L.jpg
"Titan Celestor Smartwatch with 1.43” AMOLED Display & AOD|60Hz Fluid Display|Advanced GPS with Altimeter, Barometer & Compass|Piezoelectric Crown|BT Calling|NitroFast Charge|Upto 7 Day Battery|3ATM",Titan,9989,,3.8,1392,In stock,"{'item_weight': '13 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/61LfgJjU5IL._SX679_.jpg
"Stainless Steel Designer Golden Round Shape Day & Date Dial Men's & Boy's Analog Watch 415Yym16, Band Color:Gold",TIMEWORKS,385,415YYM16,3.8,66,In stock,"{'item_weight': '80 g', 'case_material': 'Gold Plated', 'crystal_material': 'Mineral', 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/71v454jhDNL._SX679_.jpg
Men Quartz Analog Black Dial Stainless Steel Strap Watch for Guys-NS3147KM01,Fastrack,3516,NR3147KM01,4.3,2236,In stock,"{'item_weight': '180 g', 'case_material': 'Metal', 'crystal_material': 'Mineral', 'band_material': 'Stainless Steel', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/51Z8cdDy+7L._SX679_.jpg
Analog White Dial Men's Watch -NJ7987SM03W,Sonata,559,NP7987SM03W,4.1,2482,In stock,"{'item_weight': '110 g', 'case_material': 'Stainless Steel', 'crystal_material': None, 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/71WLKs+FeaL._SY879_.jpg
Analogue Silicone Strap Men's Watch (Black Dial & Strap),Relish,249,RE-BB1059,3.5,1854,In stock,"{'item_weight': '85 g', 'case_material': 'Stainless Steel', 'crystal_material': None, 'band_material': 'Leather', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/71qEG7IZmzL._SX679_.jpg
Vintage Series Digital Rose Gold Dial Women's Watch-B640WC-5ADF,Casio,4796,B640WC-5AEF,4.3,6950,In stock,"{'item_weight': '49 g', 'case_material': 'Resin', 'crystal_material': 'Acrylic', 'band_material': 'Stainless Steel', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/61wzQ5j0GUL._SX679_.jpg
All Nighters Quartz Analog with Date Blue Dial Leather Strap Watch for Girls-NP6165WL01,Fastrack,1509,NP6165WL01,4.1,386,In stock,"{'item_weight': '200 g', 'case_material': 'Metal', 'crystal_material': 'Mineral', 'band_material': 'Leather', 'water_resistant_depth': '3 atmosphere'}",https://m.media-amazon.com/images/I/41frdnHLKrL._SX679_.jpg
"Fastrack New Astor Fs1 Pro Smartwatch|Large Super Amoled Display(1.97"") Aod|Nextgen Chipset Lag Free&Fast Experience|Functional Crown|Singlesync Bt Calling|100+ Sports Modes&Watchfaces|Ip68,Black",Fastrack,1899,,4,6481,In stock,"{'item_weight': '24 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/71yYUKOQEeL._SX679_.jpg
Workwear Green Dial Analog Leather Strap Watch for Men-NS1802NL02,Titan,2699,NR1802NL02,4.2,465,In stock,"{'item_weight': '190 g', 'case_material': 'Brass', 'crystal_material': 'Mineral', 'band_material': 'Nylon', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/51XnISULhiL._SX679_.jpg
Men's Minimalist Zen Analog Black Watch: Sleek Leather Strap with Contrast Hands-NS1802SL11,Titan,2272,NR1802SL11,4.3,324,In stock,"{'item_weight': '190 g', 'case_material': 'Brass', 'crystal_material': 'Mineral', 'band_material': 'Leather', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/519f-dTvBGL._SX679_.jpg
Karishma Revive Analog Champagne Dial Women's Watch-NL2594YM01,Titan,1596,NM2594YM01,4.2,1386,In stock,"{'item_weight': '200 g', 'case_material': 'Brass', 'crystal_material': 'Mineral', 'band_material': 'Metal', 'water_resistant_depth': '3 atmosphere'}",https://m.media-amazon.com/images/I/410NkIE929L._SX679_.jpg
Timex Analog Black Dial Men's Watch-TW000U934,TIMEX,1747,,4.2,5392,In stock,"{'item_weight': '300 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/71Xx0qjYsHL._SY879_.jpg
Apple Watch Series 10 GPS 42mm Jet Black Aluminium Case with Black Sport Band - S/M,Apple,46900,,4.2,10,In stock,"{'item_weight': '30 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/61I431q8rhL._SX679_.jpg
Watches for Men Chronograph Business Wrist Watches Analog Quartz Moon Phase Stainless Steel Waterproof Luminous Dress Watches,OLEVS,3040,OLS-IND-G2859GJ-JB,3.6,1284,In stock,"{'item_weight': '150 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Mineral', 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/61UY1fwGjqL._SX679_.jpg
Uber Sqaure Dial Stainless Steel Chronograph Watch for Men Luminous Quartz Men Dress Watches,NIBOSI,2071,NB-2573,3.8,109,In stock,"{'item_weight': None, 'case_material': 'Stainless Steel', 'crystal_material': 'Mineral', 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/71vmedxnWwL._SY879_.jpg
Men Quartz Watch Leather Band Waterproof Watch with Date Countdown Fashion Casual Style for Men - 9313,SKMEI,1727,9313,3.5,44,In stock,"{'item_weight': None, 'case_material': 'ZICE ALLOY', 'crystal_material': 'Glass', 'band_material': 'Leather', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/71peR1DUoRL._SX679_.jpg
Wrist Watch for Men | Multi-Functional Sports Analog Digital Watch for Men | Water Resistance | Men Wrist Watch with Chronograph | Silicone Strap Watches for Men (Gold),Sylvi,849,SYLVI-YD-1606-GOLD,2.8,13,,"{'item_weight': None, 'case_material': 'Plastic', 'crystal_material': None, 'band_material': 'Plastic', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/61RXN8ZuToL._SX679_.jpg
"Watch for Men, Automatic Mens Watch Outdoor 50M Waterproof Military Watch Date Multifunction LED Backlighting Stopwatch",PINDOWS,1500,PDS-609A,3.9,74,In stock,"{'item_weight': None, 'case_material': 'Acrylonitrile Butadiene Styrene', 'crystal_material': 'Mineral Glass', 'band_material': 'Plastic', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/814w0E7WnkL._SX679_.jpg
Mens Analog Quartz Watches Diamond Luxury Dress Wrist Watch Big Face Easy Reader Business Casual Stainless Steel Waterproof Date Watch,OLEVS,3040,MJ-IND-G713-HL,4.4,257,In stock,"{'item_weight': '50 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Glass', 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/61aUB1ZEweL._SX679_.jpg
Men Watch Dual-Display Electronic Watch with Luminous 50m Waterproof Watch Fashion Multifunctional Sports Watch for Men- 1816,SKMEI,1749,1816,3.9,634,In stock,"{'item_weight': '30 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Glass', 'band_material': 'Stainless Steel', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/61X5qwAeqGL._SX679_.jpg
Watches for Men Automatic Skeleton 5 Hands Mechanical Luxury Watch Classic Calendar Stainless Steel Waterproof Mens Wrist Watch,OLEVS,10800,MJ-IND-G9965-QJ,4.2,291,In stock,"{'item_weight': '250 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Mineral', 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/71zRvlMrUWL._SX679_.jpg
"Men's Watches Fashion Decorative Subdials Stainless Steel Band Luxury Dress Waterproof Quartz Wristwatches for Men, Birthday Anniversary Gift for Men",LONGBO,791,83513,3.7,20,In stock,"{'item_weight': '150 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Mineral Glass', 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/81xtRH6e9OL._SY879_.jpg
Sonata Poze Quartz Analog Blue Dial Mesh Strap Watch for Men-SP70039SM01W,Sonata,825,,4,48,In stock,"{'item_weight': '250 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/41SdDrx6hkL._SX300_SY300_QL70_FMwebp_.jpg
Karishma Stainless Steel Analog Silver Dial Men's Watch-Nl1774Bm01/Np1774Bm01,Titan,2956,NR1774BM01,4.2,754,In stock,"{'item_weight': '200 g', 'case_material': 'Brass', 'crystal_material': 'Mineral', 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/71U5K4yPj3L._SY879_.jpg
Fastrack Vyb Limitless Quartz Analog Black Dial Black Genuine Leather Strap Watch for Men-FV30012KM01W,Fastrack,1792,,4.7,44,In stock,"{'item_weight': '250 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/71v2NRv7kVL._SX679_.jpg
"Men's Infinity Chrono Analog Watch: Precise Blue Dial, Rose Gold Highlights, Durable Leather Strap-NS1805QP01",Titan,5476,NR1805QP01,4.3,71,In stock,"{'item_weight': '150 g', 'case_material': None, 'crystal_material': 'Glass', 'band_material': 'Polyester', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/51isfhvFzUL._SX679_.jpg
"Men's Digital Sports Watch, LED Square Large Face Analog Quartz Wrist Watch with Multi-Time Zone Waterproof Stopwatch",SKMEI,599,1688_BK,4.1,1736,In stock,"{'item_weight': '200 g', 'case_material': 'ABS+PU', 'crystal_material': 'Plastic', 'band_material': 'Resin', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/61TSzMFrYLL._SX679_.jpg
Watch for Men Gold Blue Black Analog Quartz Dress Business Watch Day Date Calendar Stainless Steel Luxury Luminous Waterproof Casual Men Wrist Watches,OLEVS,2640,OLS-IND-G6898GH-HH,4.3,591,In stock,"{'item_weight': '85 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Mineral', 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/71y992ueXZL._SX679_.jpg
Watches for Men Quartz Chronograph 10ATM Waterproof Brown Leather Men's Minimalist Slim Fashion Watch Gifts for Men,Sapphero,3556,2104-5,4.3,427,In stock,"{'item_weight': '204 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Glass', 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/61X7J8k5lOL._SX679_.jpg
Animal Print Quartz Analog with Date Black Dial Stainless Steel Strap Watch for Girls-NP6222NM01,Fastrack,1945,NP6222NM01,4.2,147,In stock,"{'item_weight': '190 g', 'case_material': 'Brass', 'crystal_material': 'Mineral', 'band_material': 'Stainless Steel', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/516aXUlM0ML._SX679_.jpg
,,799,1243-Gold,4.1,370,In stock,"{'item_weight': None, 'case_material': 'Resin', 'crystal_material': 'Resin', 'band_material': 'Resin', 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/61ilGc17kXL._SX679_.jpg
Women's Precision Simplicity Analog Watch: Black Gradient Dial with Leather Strap-NS2648NL01,Titan,2097,NR2648NL01,4.2,290,In stock,"{'item_weight': '190 g', 'case_material': 'Brass', 'crystal_material': 'Mineral', 'band_material': 'Leather', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/51NzQ3q8VtL._SX679_.jpg
Men's Timeless Style Analog Watch: Refined Black Dial and Metal Strap-1806NM01,Titan,3196,1806NM01,4.3,236,In stock,"{'item_weight': '180 g', 'case_material': 'Brass', 'crystal_material': 'Glass', 'band_material': 'Metal', 'water_resistant_depth': '50 Meters'}",https://m.media-amazon.com/images/I/71DSA+AvbVL._SX679_.jpg
Digital Kids Children Multi Functional Pink Watch for Girls & Boys -325PI,Shocknshop,199,W325PI,3.5,1005,In stock,"{'item_weight': '100 g', 'case_material': 'PU', 'crystal_material': 'Mineral', 'band_material': 'Rubber', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/6137mjWpggL._SX679_.jpg
"Enticer Analog White Dial Men's Watch (MTP-V300L-7AUDF, A1177, Silver)",Casio,3415,MTP-V300L-7AUDF (A1177),4.2,1459,In stock,"{'item_weight': '39 g', 'case_material': 'Stainless Steel', 'crystal_material': 'Glass', 'band_material': 'Leather', 'water_resistant_depth': '10 Meters'}",https://m.media-amazon.com/images/I/61WzFmz9VRL._SX679_.jpg
Apple Watch Series 10 GPS 46mm Jet Black Aluminium Case with Black Sport Band - M/L,Apple,49900,,4.2,10,In stock,"{'item_weight': '36.4 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/61bJZx1v8GL._SX679_.jpg
Stunners Quartz Analog Black Dial Metal Strap Watch for Girls-NS6248NM01,Fastrack,1515,NR6248NM01,4.2,295,In stock,"{'item_weight': '180 g', 'case_material': 'Brass', 'crystal_material': 'Glass', 'band_material': 'Metal', 'water_resistant_depth': '30 Meters'}",https://m.media-amazon.com/images/I/61BB7rZiAcL._SX679_.jpg
"boAt Wanderer Smart Kid's Watch w/ 1.4"" (3.5 cm) HD Display, 4G/Wi-Fi, 2-Way Video & Voice Calls, SOS, Geo Fencing, Restrict Unknown Calls, Parental Controls,2MP Camera(Sunshine Yellow)",boAt,4999,,3.8,524,In stock,"{'item_weight': '51 g', 'case_material': None, 'crystal_material': None, 'band_material': None, 'water_resistant_depth': None}",https://m.media-amazon.com/images/I/61E5zSGLOnL._SX679_.jpg
